Department Name|Official Website|Has Activity Data|Activity Data URL|Data Types Available|Notes
San Leandro Police Department|Unknown|Unknown|N/A|N/A|
San Luis Obispo County District Attorney|Unknown|Unknown|N/A|N/A|
San Luis Obispo County Sheriff's Department|Unknown|Unknown|N/A|N/A|
San Luis Obispo Police Department|Unknown|Unknown|N/A|N/A|
San Marino Police Department|Unknown|Unknown|N/A|N/A|
San Mateo County Coroner|Unknown|Unknown|N/A|N/A|
San Mateo County District Attorney|Unknown|Unknown|N/A|N/A|
San Mateo County Public Safety Communications Center|Unknown|Unknown|N/A|N/A|
San Mateo County Sheriff's Office|Unknown|Unknown|N/A|N/A|
San Mateo Police Department|https://www.cityofsanmateo.org/273/Police|Yes|https://smpd.crimegraphics.com|Crime mapping, calls for service, arrests|CrimeGraphics/CitizenRIMS (discovered via search)
San Pablo Police Department|Unknown|Unknown|N/A|N/A|
San Rafael Police Department|https://www.srpd.org/|Yes|https://www.srpd.org/activity-log|Activity logs, Arrest logs|
San Ramon Police Department|Unknown|Unknown|N/A|N/A|
Sand City Police Department|Unknown|Unknown|N/A|N/A|
Sanger Police Department|Unknown|Unknown|N/A|N/A|
Santa Ana Police Department|https://www.santa-ana.org/departments/police/|Yes|https://www.santa-ana.org/e-police-reporting/|E-Police online reporting, Police stats|
Santa Ana Unified School District Police Department|Unknown|Unknown|N/A|N/A|
Santa Barbara Airport Police Department|Unknown|Unknown|N/A|N/A|
Santa Barbara County District Attorney|Unknown|Unknown|N/A|N/A|
Santa Barbara County Sheriff's Department|Unknown|Unknown|N/A|N/A|
Santa Barbara Police Department|https://santabarbaraca.gov/government/departments/santa-barbara-police-department|Yes|https://santabarbaraca.gov/government/departments/police-department/online-police-reporting-system|Online police reporting system|
Santa Clara County Communications|Unknown|Unknown|N/A|N/A|
Santa Clara County District Attorney|Unknown|Unknown|N/A|N/A|
Santa Clara County District Attorney Public Assistance Fraud Unit|Unknown|Unknown|N/A|N/A|
Santa Clara County Sheriff's Department|Unknown|Unknown|N/A|N/A|
Santa Clara Police Department|https://iamscpd.org/|Yes|https://data.sccgov.org/Public-Safety/Crime-Reports/n9u6-aijz|Crime reports database|County open data
Santa Clara University Department of Campus Safety|Unknown|Unknown|N/A|N/A|
Santa Cruz County District Attorney|Unknown|Unknown|N/A|N/A|
Santa Cruz County Sheriff's Department|Unknown|Unknown|N/A|N/A|
Santa Cruz Police Department|https://www.santacruzca.gov/Government/City-Departments/Police|Yes|https://www.santacruzca.gov/Government/City-Departments/Police/Crime-Data|UCR data 2008-2023, Quarterly statistics|10-year stats
Santa Fe Springs Police Services|Unknown|Unknown|N/A|N/A|
Santa Maria Police Department|https://www.cityofsantamaria.org/services/departments/police-department|Yes|N/A|Crime statistics, Community resources|Online reporting
Santa Monica Community College District Police Department|Unknown|Unknown|N/A|N/A|
Santa Monica Police Department|https://www.santamonica.gov/departments/police|Yes|https://www.santamonica.gov/topic-explainers/crime-reports-and-statistics|Crime reports & statistics|Daily reports
Santa Monica Office of Emergency Management|Unknown|Unknown|N/A|N/A|
Santa Paula Police Department|Unknown|Unknown|N/A|N/A|
Santa Rosa Junior College Police Department|Unknown|Unknown|N/A|N/A|
Santa Rosa Police Department|https://www.srcity.org/3929/Police|Unknown|N/A|N/A|
Sausalito Police Department|https://www.sausalito.gov/departments/police-department/|Unknown|N/A|N/A|
Scotts Valley Police Department|https://www.scottsvalley.org/police|Yes|https://scottsvalleypolice.citizenrims.com|Crime & Activity mapping|CitizenRIMS (discovered via search)
Seal Beach Police Department|Unknown|Unknown|N/A|N/A|
Seaside Police Department|https://www.ci.seaside.ca.us/823/Police-Department|Yes|https://www.ci.seaside.ca.us/293/Crime-Reports|Crime reports, Online citizen reporting|
Sebastopol Police Department|https://www.ci.sebastopol.ca.us/Police|Yes|https://sebastopol.citizenrims.com|Crime & Activity mapping, incident data|CitizenRIMS (discovered via search)
Selma Police Department|https://www.cityofselma.com/departments/police.php|Unknown|N/A|N/A|
Shafter Police Department|https://www.shafterca.gov/157/Police-Department|Yes|https://shafterpd.citizenrims.com/|Crime & Activity data|CitizenRIMS
Shasta Area Safety Communications Agency (SHASCOM-911)|Unknown|Unknown|N/A|N/A|Dispatch center
Shasta County District Attorney|Unknown|Unknown|N/A|N/A|
Shasta County Marshal|Unknown|Unknown|N/A|N/A|
Shasta County Sheriff's Department|https://www.shastacounty.gov/sheriff|Unknown|N/A|N/A|
Sierra College Police Department|Unknown|Unknown|N/A|N/A|
Sierra County District Attorney|Unknown|Unknown|N/A|N/A|
Sierra County Sheriff's Office|https://www.sierracounty.ca.gov/298/Sheriff-Coroner|Unknown|N/A|N/A|
Sierra Madre Police Department|Unknown|Unknown|N/A|N/A|
Signal Hill Police Department|Unknown|Unknown|N/A|N/A|
Simi Valley Police Department|https://www.simivalley.org/departments/police-department|Unknown|N/A|Online crime reporting|
Siskiyou County District Attorney|Unknown|Unknown|N/A|N/A|
Siskiyou County Sheriff's Department|https://www.siskiyoucounty.gov/sheriff|Yes|https://siskiyousheriff.citizenrims.com/|Crime & Activity data|CitizenRIMS
Snowline Joint Unified School District Police Department|Unknown|Unknown|N/A|N/A|
Solano Community College District Department of Public Safety|Unknown|Unknown|N/A|N/A|
Solano County District Attorney|Unknown|Unknown|N/A|N/A|
Solano County Sheriff's Department|https://www.solanocounty.gov/government/sheriff-coroner|Unknown|N/A|N/A|
Solano County Special Investigation Bureau|Unknown|Unknown|N/A|N/A|
Soledad Police Department|https://www.cityofsoledad.com/police-department/|Unknown|N/A|WeTip anonymous reporting|
Sonoma County District Attorney|Unknown|Unknown|N/A|N/A|
Sonoma County Human Services Department|Unknown|Unknown|N/A|N/A|
Sonoma County Probation Department|Unknown|Unknown|N/A|N/A|
Sonoma County Sheriff's Office|https://www.sonomasheriff.org|Unknown|N/A|N/A|
Sonoma-Marin Area Rail Transit (SMART)|Unknown|Unknown|N/A|N/A|Transit security
Sonoma Police Department|https://www.sonomacity.org/departments/police-department/|Unknown|N/A|N/A|
Sonora Police Department|Unknown|Unknown|N/A|N/A|
South Bay Regional Public Communications Authority|Unknown|Unknown|N/A|N/A|Dispatch
South Gate Police Department|https://www.cityofsouthgate.org/Government/Departments/Police|Unknown|N/A|N/A|
South Lake Tahoe Police Department|https://www.cityofslt.gov/302/Police-Department|Yes|https://southlaketahoe.citizenrims.com/|Crime & Activity data|CitizenRIMS
South Pasadena Police Department|https://www.southpasadenaca.gov/Your-Government/Department-Service-Areas/Police|Unknown|N/A|Online reporting|
South San Francisco Police Department|https://www.ssfca.gov/Departments/Police-Department|Yes|https://southsanfranciscopd.citizenrims.com/|Crime & Activity data|CitizenRIMS
Southwestern Community College Police Department|Unknown|Unknown|N/A|N/A|
Stallion Springs Police Department|Unknown|Unknown|N/A|N/A|
Stanford University Department of Public Safety|Unknown|Unknown|N/A|N/A|
Stanislaus County District Attorney|Unknown|Unknown|N/A|N/A|
Stanislaus County Sheriff's Department|https://www.scsdonline.com/|Unknown|N/A|N/A|
Stanislaus Regional 9-1-1|Unknown|Unknown|N/A|N/A|Dispatch
State Center Community College District Police Department|Unknown|Unknown|N/A|N/A|
Stockton Police Department|https://www.stocktonca.gov/services/police_department/index.php|Yes|https://www.stocktonca.gov/services/police_department/online_services/community_crime_mapping.php|UCR statistics, Community crime mapping, Open Data Portal|Monthly comparisons
Stockton Port District Police Department|Unknown|Unknown|N/A|N/A|
Stockton Unified School District Police Department|Unknown|Unknown|N/A|N/A|
Suisun City Police Department|https://police.suisun.com|Yes|https://suisuncitypd.citizenrims.com/|Crime & Activity data|CitizenRIMS
Sunnyvale Department of Public Safety|https://www.sunnyvale.ca.gov/your-government/departments/public-safety|Unknown|N/A|N/A|Integrated police & fire
Susanville Police Department|https://www.cityofsusanville.gov/162/Police-Department|Yes|https://susanville.citizenrims.com|Crime & Activity mapping, press releases|CitizenRIMS (discovered via search)
Sutter County District Attorney|Unknown|Unknown|N/A|N/A|
Sutter County Health and Human Services|Unknown|Unknown|N/A|N/A|
Sutter County Sheriff's Department|https://www.suttersheriff.gov/|Unknown|N/A|N/A|
Sutter Creek Police Department|https://www.cityofsuttercreek.org/police-department|Unknown|N/A|N/A|
Taft Police Department|https://www.cityoftaft.org/pview.aspx?id=5379&catid=562|Yes|https://taft.citizenrims.com/|Crime mapping, calls for service, arrest info|CitizenRIMS/CrimeGraphics
Tehachapi Police Department|https://www.liveuptehachapi.com/481/Police-Department|Unknown|N/A|Online reporting available|
Tehama County Coroner|https://tehamaso.org/coroners-office/|Yes|https://tehamaso.citizenrims.com|Death statistics|Part of Sheriff
Tehama County District Attorney|https://www.tehama.gov/government/departments/district-attorney/|Unknown|N/A|N/A|
Tehama County Sheriff's Department|https://tehamaso.org/|Yes|https://tehamaso.citizenrims.com|Crime statistics, annual reports|CitizenRIMS/CrimeGraphics
Temecula Police Department|https://temeculaca.gov/196/Police|Unknown|N/A|N/A|Riverside County Sheriff contract
Tiburon Police Department|https://townoftiburon.org/537/Police-Department|Unknown|N/A|N/A|
Torrance Police Department|https://www.torranceca.gov/our-city/police|Yes|N/A|Crime reports available|227 sworn officers
Tracy Police Department|https://tracypd.com/|Yes|https://tracypd.com/crime-mapping|Crime mapping, statistical data, arrest info|Interactive dashboard
Trinidad Police Department|https://www.trinidad.ca.gov/police-department|Unknown|N/A|N/A|Humboldt County Sheriff contract
Trinity County District Attorney|https://www.trinitycounty.org/211/District-Attorney|Unknown|N/A|N/A|
Trinity County Marshal|https://www.trinity.courts.ca.gov/general-information/security|Unknown|N/A|N/A|Court security
Trinity County Sheriff's Department|https://www.trinitycounty.org/321/Sheriffs-Office|Unknown|N/A|N/A|
Truckee Police Department|https://www.truckeepolice.gov/|Unknown|N/A|Transparency page|
Tulare County District Attorney|https://tulareda.org/|Unknown|N/A|N/A|
Tulare County Probation Department|https://tcprobation.com/|Unknown|N/A|N/A|
Tulare County Sheriff's Department|https://tularecounty.ca.gov/sheriff|Yes|N/A|Crime statistics, incident data|TipNow available
Tulare Police Department|https://www.tulare.ca.gov/government/departments/police|Unknown|N/A|N/A|
Tulelake Police Department|https://cityoftulelake.com/police-department/|Unknown|N/A|N/A|
Tuolumne County District Attorney|https://www.tuolumnecounty.ca.gov/166/District-Attorney|Unknown|N/A|N/A|
Tuolumne County Sheriff's Department|https://www.tuolumnecounty.ca.gov/1526/Sheriffs-Office|Yes|https://tcso.citizenrims.com/|Crime and activity data|CitizenRIMS/CrimeGraphics
Turlock Police Department|https://www.cityofturlock.org/policedepartment/|Yes|N/A|Monthly incident reports, crime info|
Tustin Police Department|https://www.tustinca.org/1321/Police|Unknown|N/A|N/A|
Twin Rivers Unified School District Police Services|https://www.trusd.net/Our-District/Police-Services/index.html|Unknown|N/A|N/A|School district police
UC Berkeley Police Department|https://ucpd.berkeley.edu/home|Unknown|N/A|N/A|
UC Davis Police Department|https://police.ucdavis.edu/|Yes|https://police.ucdavis.edu/dashboard/crime-alerts|Crime alerts dashboard|
UC Irvine Police Department|https://www.police.uci.edu/|Yes|https://uci.citizenrims.com/|Crime and activity data|CitizenRIMS
UC Los Angeles Police Department|https://police.ucla.edu/|Unknown|N/A|N/A|
UC Merced Police Department|https://police.ucmerced.edu/|Unknown|N/A|N/A|
UC Riverside Police Department|https://police.ucr.edu/|Yes|https://ucrpd.citizenrims.com/|Crime and activity data|CitizenRIMS
UC San Diego Police Department|https://police.ucsd.edu/|Yes|https://ucsdpd.citizenrims.com|Crime & Activity mapping|CitizenRIMS (discovered via search)
UC San Francisco Police Department|https://police.ucsf.edu/|Yes|https://ucsf.citizenrims.com|Crime & Activity mapping, Clery data|CitizenRIMS (discovered via search)
UC Santa Barbara Police Department|https://www.police.ucsb.edu/|Unknown|N/A|N/A|
UC Santa Cruz Police Department|https://police.ucsc.edu/|Yes|https://ucsc.citizenrims.com/|Interactive crime dashboard, Clery Act data|
Ukiah Police Department|https://www.ukiahpolice.com/|Unknown|N/A|N/A|
Union City Police Department|https://www.unioncityca.gov/677/Police|Unknown|N/A|N/A|
Union Pacific Railroad Police|https://www.up.com/aboutup/community/safety/special_agents/index.htm|Unknown|N/A|N/A|Federal railroad LE
University of La Verne Campus Safety Department|https://myportal.laverne.edu/web/campus-safety|Unknown|N/A|N/A|
Upland Police Department|https://www.uplandca.gov/police|Yes|N/A|Online police reports|
U.S. Attorney's Office Central District of California|https://www.justice.gov/usao-cdca|Unknown|N/A|N/A|Federal
University of San Diego Public Safety Department|https://www.sandiego.edu/safety/|Unknown|N/A|Campus crime data|
University of San Francisco Public Safety Department|https://www.usfca.edu/public-safety|Unknown|N/A|N/A|
University of Southern California Department of Public Safety|https://dps.usc.edu/|Unknown|N/A|N/A|306 personnel
Vacaville Police Department|https://www.cityofvacaville.gov/government/police-department|Yes|https://vacaville.citizenrims.com/|Daily arrest logs, crime statistics|CitizenRIMS; RTIC portal
Val Verde Unified School District Police Department|https://www.valverde.edu/en-US/police-department-security-communications-96b31b07/overview-0bcee34a|Unknown|N/A|N/A|
Vallejo Police Department|https://www.vallejopd.net/|Yes|https://www.vallejopd.net/public_information/crime_data|Five-year crime reports, crime mapping|
Ventura County Community College District Police Department|https://www.vcccd.edu/departments/police|Unknown|N/A|N/A|
Ventura County District Attorney|https://www.vcdistrictattorney.com/|Unknown|N/A|N/A|
Ventura County Medical Examiner|https://meo.venturacounty.gov/|Yes|N/A|Overdose reports, death investigation data|
Ventura County Sheriff's Department|https://sheriff.venturacounty.gov/|Yes|https://sheriff.venturacounty.gov/public-resources/crimes-stats-public/|Crime statistics, incident dashboard|
Ventura Harbor Patrol|https://venturaharbor.com/harbor-patrol/|Unknown|N/A|N/A|Maritime safety
Ventura Police Department|https://www.cityofventura.ca.gov/2267/Police|Yes|https://www.arcgis.com/apps/dashboards/c45f79c88a0848c0a69f8e7767d8febe|Calls for service map|ArcGIS dashboard
Vernon Police Department|https://www.cityofvernonca.gov/government/police-department|Yes|N/A|Online police reporting|
Victor Valley College Police Department|https://www.vvc.edu/campus-police-office|Unknown|N/A|N/A|
Victor Valley Union High School District Police Department|https://police.vvuhsd.org/|Unknown|N/A|N/A|New dept 2024
Visalia Police Department|https://www.visalia.city/depts/police/|Yes|N/A|Crime mapping data|
Walnut Creek Police Department|https://www.walnutcreekpdca.gov/|Unknown|N/A|N/A|
Wasco Police Department|https://www.cityofwasco.org/389/Wasco-Police-Department|Yes|https://wascopd.citizenrims.com/|Crime and activity data|CitizenRIMS
Watsonville Police Department|https://www.watsonville.gov/2324/Police|Yes|N/A|Online citizen police report system|
Weed Police Department|https://www.ci.weed.ca.us/page/police|Unknown|N/A|N/A|
West Cities Police Communications Center|http://www.west-comm.org/|Unknown|N/A|N/A|Dispatch center
West Covina Police Department|https://www.wcpd.org/|Yes|N/A|Online incident reporting|
West Sacramento Police Department|https://www.cityofwestsacramento.org/government/departments/police|Unknown|N/A|N/A|
West Valley-Mission Community College District Police Department|https://www.wvm.edu/services/police/index.html|Unknown|N/A|N/A|
Westminster Police Department|https://www.westminster-ca.gov/departments/police|Unknown|N/A|N/A|
Westmorland Police Department|https://www.cityofwestmorland.net/departments/police-department/|Unknown|N/A|N/A|
Wheatland Police Department|https://www.wheatland.ca.gov/police|Unknown|N/A|N/A|
Whittier College Department of Campus Safety|https://www.whittier.edu/campussafety|Unknown|N/A|N/A|
Whittier Police Department|https://www.whittierpd.org/|Yes|N/A|Crime reports available|
Williams Police Department|https://www.cityofwilliams.org/services/police/index.php|Unknown|N/A|N/A|
Willits Police Department|https://www.cityofwillits.org/148/Police|Unknown|N/A|N/A|
Windsor Police Department|https://www.townofwindsor.ca.gov/174/Windsor-Police-Department|Unknown|N/A|N/A|Sonoma County Sheriff contract
Winters Police Department|https://www.cityofwinters.org/158/Police|Yes|N/A|Activity logs, call info|
Woodland Police Department|https://www.cityofwoodland.gov/394/Woodland-Police-Department|Yes|N/A|Crime mapping, online incident reporting|
Woodlake Police Department|https://cityofwoodlake.com/departments/police/|Unknown|N/A|N/A|
Yolo Emergency Communications Agency|https://www.yolo911.org/|Unknown|N/A|N/A|911 dispatch
Yolo County District Attorney|https://yoloda.org/|Unknown|N/A|N/A|
Yolo County Sheriff's Department|https://yolocountysheriff.com/|Yes|https://yolocountysheriff.com/outreach/crime-stats/|Annual crime statistics|Multi-year stats
Yolo County Health Human Services|https://www.yolocounty.gov/health-human-services|Unknown|N/A|N/A|Not LE
Yreka Police Department|https://www.ci.yreka.ca.us/348/Police-Department|Yes|https://yrekapd.citizenrims.com/|Crime and activity data|CitizenRIMS
Yuba City Police Department|https://yubacity.net/departments/police_department/index.php|Unknown|N/A|N/A|
Yuba County District Attorney|https://www.yuba.gov/departments/district_attorney/index.php|Unknown|N/A|N/A|
Yuba County Sheriff's Department|https://sheriff.co.yuba.ca.us/|Yes|https://yubacounty.citizenrims.com/|Crime and activity data|CitizenRIMS
